scenario,metric,direction_better,n_paired_replications,fixed_mean,smart_mean,beneficial_difference,beneficial_difference_ci95_low,beneficial_difference_ci95_high,beneficial_change_pct_vs_fixed,paired_sign_flip_p,paired_difference_shapiro_p,unit
abrupt_behavior_change,base_driving_fuel_l_post_warmup,lower,2,274.9112999999999,532.459575,-257.54827500000005,-482.66632789663447,-32.43022210336565,-93.68413557391061,0.5001,,litres
abrupt_behavior_change,traffic_fuel_penalty_l_post_warmup,lower,2,47.202828749999995,40.382898749999995,6.819930000000001,-166.78767714437296,180.42753714437296,14.448138343827546,1.0,,litres
abrupt_behavior_change,payload_fuel_penalty_l_post_warmup,lower,2,16.25638775523123,14.52436388179293,1.7320238734383002,0.45677005478287147,3.007277692093729,10.654420277843968,0.49965,,litres
abrupt_behavior_change,driving_fuel_l_post_warmup,lower,2,338.37051650523114,587.3668376317929,-248.99632112656178,-646.4467273489136,148.45408509579,-73.58688448930282,0.50115,,litres
abrupt_behavior_change,collection_idle_fuel_l_post_warmup,lower,2,158.40000000000117,164.60000000000127,-6.200000000000088,-23.98868663064491,11.588686630644734,-3.914141414141441,0.49925,,litres
abrupt_behavior_change,depot_idle_fuel_l_post_warmup,lower,2,22.5,47.0,-24.5,-43.55930710426204,-5.4406928957379606,-108.88888888888889,0.4988,,litres
abrupt_behavior_change,fuel_l_post_warmup,lower,2,519.2705165052323,798.9668376317941,-279.6963211265618,-713.9947210838207,154.60207883069705,-53.86331637100439,0.4963,,litres
abrupt_behavior_change,co2_kg_post_warmup,lower,2,1391.6449842340226,2141.2311248532087,-749.5861406191858,-1913.5058525046397,414.3335712662682,-53.863316371004395,0.49975,,kg
abrupt_behavior_change,collected_kg_post_warmup,higher,2,125372.38476938166,129798.08141512703,4425.69664574536,-4541.999208715439,13393.392500206159,3.530041048422491,0.4968,,kg
abrupt_behavior_change,mean_fill_at_collection_pct_post_warmup,higher,2,63.68739949224391,64.11055254474527,0.42315305250136603,-17.898774735028688,18.74508084003142,0.6644219356968707,1.0,,%
abrupt_behavior_change,truck_utilization_pct_post_warmup,higher,2,61.89046370802487,30.699791445001203,-31.19067226302366,-48.048942799051375,-14.332401726995947,-50.39657225734989,0.5024,,%
abrupt_behavior_change,unserved_required_bins_post_warmup,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
abrupt_behavior_change,inspection_events_post_warmup,lower,2,30.0,376.5,-346.5,-1343.9370717897134,650.9370717897134,-1155.0,0.50315,,count
